,cat_id,area_m2,N,K,source,divide_id
6781,114690,4026600.05,10.0,0.1867,calibrated,cat-114690
6782,114691,4851000.801,9.3773,0.2274,regionalized,cat-114691
6783,114692,4954949.977,9.328,0.2309,regionalized,cat-114692
6784,114693,5707799.771,9.5201,0.218,regionalized,cat-114693
6785,114694,4498199.365,9.853,0.1967,regionalized,cat-114694
6786,114695,3086999.982,10.0,0.181,calibrated,cat-114695
6787,114696,3992850.198,10.0,0.1833,regionalized,cat-114696
6788,114697,12509549.073,8.9117,0.264,regionalized,cat-114697
6789,114699,4318200.711,10.0,0.1892,calibrated,cat-114699
6790,114700,4333049.388,9.0449,0.2514,regionalized,cat-114700
6791,114701,3836700.257,10.0,0.1822,regionalized,cat-114701
6792,114702,8791198.933,10.0,0.1971,calibrated,cat-114702
6793,114705,11078100.27,8.9049,0.2643,regionalized,cat-114705
6794,114706,4322249.969,9.9548,0.1906,regionalized,cat-114706
6795,114707,10824750.248,8.8047,0.2724,regionalized,cat-114707
6796,114708,5138099.892,9.6703,0.2081,regionalized,cat-114708
6797,114716,3683699.293,10.0,0.1844,regionalized,cat-114716
6798,114717,9241200.099,10.0,0.2028,calibrated,cat-114717
6799,114719,9938249.752,8.9302,0.262,regionalized,cat-114719
6800,114720,4881150.387,10.0,0.1865,regionalized,cat-114720
6801,114721,4520699.59,9.9445,0.1913,regionalized,cat-114721
6802,114722,4650299.982,9.5036,0.2188,regionalized,cat-114722
6803,114724,5869799.784,9.4273,0.2243,regionalized,cat-114724
6804,114726,4943250.049,10.0,0.1846,regionalized,cat-114726
6805,114727,7085700.185,10.0,0.1648,regionalized,cat-114727
6806,114728,3247649.725,10.0,0.1821,calibrated,cat-114728
6807,114729,9899999.896,10.0,0.2168,calibrated,cat-114729
6808,114731,3705299.888,9.3798,0.2267,regionalized,cat-114731
6809,114732,5497199.676,10.0,0.1903,calibrated,cat-114732
6810,114733,3095100.144,9.8389,0.1969,regionalized,cat-114733
6811,114735,5369399.559,9.6911,0.2069,regionalized,cat-114735
6812,114736,12533399.73,9.1326,0.2468,regionalized,cat-114736
6813,114738,7688699.734,8.8231,0.2702,regionalized,cat-114738
6814,114739,5410800.689,9.6353,0.2104,regionalized,cat-114739
6815,114741,4707900.194,10.0,0.1861,calibrated,cat-114741
6816,114742,3059999.86,10.0,0.1354,regionalized,cat-114742
6817,114743,9537298.848,9.0998,0.2488,regionalized,cat-114743
6818,114745,3198600.032,10.0,0.1849,calibrated,cat-114745
6819,114746,12885300.725,6.0925,0.453,calibrated,cat-114746
6820,114749,4062149.527,10.0,0.1657,regionalized,cat-114749
6821,114750,13686749.721,8.2085,0.3272,regionalized,cat-114750
6822,114752,3189599.753,10.0,0.1862,calibrated,cat-114752
6823,114753,3172500.297,10.0,0.1788,regionalized,cat-114753
6824,114754,10899000.153,8.7577,0.2763,regionalized,cat-114754
6825,114757,4015800.265,9.9476,0.1909,regionalized,cat-114757
6826,114758,4491450.486,9.1548,0.2432,regionalized,cat-114758
6827,114759,3572550.005,10.0,0.1713,regionalized,cat-114759
6828,114760,5827051.003,9.5982,0.213,regionalized,cat-114760
6829,114761,3093749.239,10.0,0.144,regionalized,cat-114761
6830,114762,7208550.63,9.3352,0.2311,regionalized,cat-114762
6831,114763,6326100.216,9.4626,0.2221,regionalized,cat-114763
6832,114764,6631200.121,10.0,0.1872,regionalized,cat-114764
6833,114765,7485299.348,9.4796,0.2212,regionalized,cat-114765
6834,114766,9374849.37,8.642,0.2859,regionalized,cat-114766
6835,114767,4626450.27,10.0,0.1847,regionalized,cat-114767
6836,114768,3420899.771,10.0,0.1817,calibrated,cat-114768
6837,114769,3048749.681,9.8538,0.196,regionalized,cat-114769
6838,114770,3929850.149,9.647,0.2091,regionalized,cat-114770
6839,114771,6484499.842,9.2793,0.2348,regionalized,cat-114771
6840,114772,6170849.757,9.5698,0.2149,regionalized,cat-114772
6841,114776,6778350.027,9.3533,0.2297,regionalized,cat-114776
6842,114778,3578400.238,10.0,0.1812,regionalized,cat-114778
6843,114779,14975550.391,7.9837,0.3506,regionalized,cat-114779
6844,114780,10339649.244,9.5426,0.2176,regionalized,cat-114780
6845,114782,3293550.306,10.0,0.1806,regionalized,cat-114782
6846,114783,6617699.406,9.2264,0.2387,regionalized,cat-114783
6847,114784,5630850.769,10.0,0.1946,calibrated,cat-114784
6848,114785,3615300.027,10.0,0.1839,calibrated,cat-114785
6849,114786,9346499.275,9.0494,0.2526,regionalized,cat-114786
6850,114788,5649750.648,9.7533,0.2031,regionalized,cat-114788
6851,114789,5574600.301,10.0,0.1865,regionalized,cat-114789
6852,114790,3541950.387,10.0,0.1837,calibrated,cat-114790
6853,114792,3376799.856,10.0,0.1822,calibrated,cat-114792
6854,114794,4018050.207,10.0,0.1824,calibrated,cat-114794
6855,114795,7292249.726,9.2124,0.2399,regionalized,cat-114795
6856,114796,5675399.717,8.6163,0.287,regionalized,cat-114796
6857,114797,5212800.031,10.0,0.1876,calibrated,cat-114797
6858,114799,8675100.81,9.279,0.2354,regionalized,cat-114799
6859,114807,3339899.932,8.9529,0.2579,regionalized,cat-114807
6860,114808,3533399.964,9.475,0.2202,regionalized,cat-114808
6861,114809,3563100.126,9.4219,0.2238,regionalized,cat-114809
6862,114810,3429449.775,10.0,0.1653,regionalized,cat-114810
6863,114811,5474700.423,10.0,0.1648,regionalized,cat-114811
6864,114812,7189649.496,10.0,0.1851,regionalized,cat-114812
6865,114813,3281850.351,9.7568,0.202,regionalized,cat-114813
6866,114814,3394349.896,9.9308,0.1916,regionalized,cat-114814
6867,114815,7586550.13,8.6776,0.2823,regionalized,cat-114815
6868,114816,6092550.445,9.7238,0.205,regionalized,cat-114816
6869,114817,7623449.987,9.5911,0.2138,regionalized,cat-114817
6870,114818,7645499.154,8.6412,0.2855,regionalized,cat-114818
6871,114819,7209450.275,9.4944,0.2201,regionalized,cat-114819
6872,114820,4450050.68,9.3259,0.2308,regionalized,cat-114820
6873,114821,6308100.023,9.0957,0.2483,regionalized,cat-114821
6874,114822,3040200.054,10.0,0.1835,calibrated,cat-114822
6875,114823,5797800.239,10.0,0.2231,calibrated,cat-114823
6876,114825,8161199.95,6.5394,0.541,regionalized,cat-114825
6877,114826,4879800.09,7.1699,0.4448,regionalized,cat-114826
6878,114827,4392899.906,5.0047,0.8581,regionalized,cat-114827
6879,114829,8370900.832,2.784,1.6941,regionalized,cat-114829
6880,114830,4939200.306,10.0,0.2154,calibrated,cat-114830
6881,114831,11020499.721,8.6,0.2899,regionalized,cat-114831
6882,114839,4885649.649,6.7128,0.5112,regionalized,cat-114839
6883,114840,3237749.735,8.0312,0.3412,regionalized,cat-114840
6884,114841,4307849.825,7.6381,0.3853,regionalized,cat-114841
6885,114842,7448849.941,7.5084,0.4027,regionalized,cat-114842
6886,114843,5368949.5,8.2862,0.3171,regionalized,cat-114843
6887,114844,11375100.068,10.0,0.2117,calibrated,cat-114844
6888,114848,1743749.982,10.0,0.1759,regionalized,cat-114848
6889,114849,5973749.784,9.081,0.2492,regionalized,cat-114849
6890,114850,10514250.18,10.0,0.2058,calibrated,cat-114850
6891,114851,3428549.617,9.2641,0.2347,regionalized,cat-114851
6892,114852,6776550.293,9.6856,0.2076,regionalized,cat-114852
6893,114853,8202149.955,9.1194,0.247,regionalized,cat-114853
6894,114854,12827250.157,10.0,0.1976,calibrated,cat-114854
6895,114883,5315849.901,8.6624,0.2828,regionalized,cat-114883
6896,114886,4140000.252,4.4946,1.0015,regionalized,cat-114886
6897,114887,2009249.937,9.4334,0.2219,regionalized,cat-114887
6898,114888,2598300.171,10.0,0.1833,calibrated,cat-114888
6899,114889,5263199.739,3.577,1.3261,regionalized,cat-114889
6900,114892,3802500.603,4.5392,0.6781,calibrated,cat-114892
6901,114893,11627100.036,1.4298,6.0926,calibrated,cat-114893
6902,114895,3427649.851,10.0,0.1877,calibrated,cat-114895
6903,114898,3479850.185,6.7098,0.5101,regionalized,cat-114898
6904,114899,4389299.829,2.721,1.718,regionalized,cat-114899
6905,114900,5756399.474,7.344,0.4224,regionalized,cat-114900
6906,114901,21459600.392,5.6727,0.7095,regionalized,cat-114901
6907,114903,6216750.391,6.234,0.5922,regionalized,cat-114903
6908,114904,12966300.198,7.9889,0.3496,regionalized,cat-114904
6909,114910,11288699.622,7.3919,0.4187,regionalized,cat-114910
6910,114911,1361699.941,10.0,0.1828,calibrated,cat-114911
6911,114913,1786500.328,10.0,0.1857,calibrated,cat-114913
6912,114915,3327749.338,8.747,0.2745,regionalized,cat-114915
6913,114916,3943350.162,9.3861,0.2264,regionalized,cat-114916
6914,114917,13840649.424,8.5888,0.2914,regionalized,cat-114917
6915,114920,2651849.518,10.0,0.1789,calibrated,cat-114920
6916,114922,1448100.022,10.0,0.1809,calibrated,cat-114922
6917,114924,2711250.072,8.7558,0.2734,regionalized,cat-114924
6918,114925,1039500.243,9.4563,0.2192,regionalized,cat-114925
6919,114926,3402000.284,10.0,0.1798,calibrated,cat-114926
6920,114927,9753300.198,10.0,0.1903,calibrated,cat-114927
6921,114929,6998849.451,7.9545,0.3514,regionalized,cat-114929
6922,114930,13497300.297,9.146,0.246,regionalized,cat-114930
6923,114938,14446799.775,9.5061,0.2206,regionalized,cat-114938
6924,114939,5652900.005,9.2837,0.2343,regionalized,cat-114939
6925,114940,5113799.973,9.5735,0.2143,regionalized,cat-114940
6926,114941,5777549.833,9.5456,0.2164,regionalized,cat-114941
6927,114942,7193250.18,9.6821,0.2079,regionalized,cat-114942
6928,114944,3189600.414,10.0,0.1828,calibrated,cat-114944
6929,114945,4232250.823,10.0,0.169,regionalized,cat-114945
6930,114946,8077500.274,9.1279,0.2463,regionalized,cat-114946
6931,114948,3754349.757,9.8425,0.197,regionalized,cat-114948
6932,114949,7454700.216,9.8518,0.1975,regionalized,cat-114949
6933,114950,8797499.644,8.9973,0.2565,regionalized,cat-114950
6934,114951,3038850.108,9.1959,0.2394,regionalized,cat-114951
6935,114953,240749.816,7.6848,0.3711,regionalized,cat-114953
6936,114954,3945600.09,10.0,0.1759,regionalized,cat-114954
6937,114955,58500.18,10.0,0.1,regionalized,cat-114955
6938,114956,4749749.897,9.4526,0.2222,regionalized,cat-114956
6939,114957,5297400.108,9.1861,0.2412,regionalized,cat-114957
6940,114958,9196199.852,9.578,0.2151,regionalized,cat-114958
6941,114960,6579900.486,9.0624,0.2509,regionalized,cat-114960
6942,114962,5684399.685,10.0,0.2004,calibrated,cat-114962
6943,114963,3479849.604,9.8507,0.1963,regionalized,cat-114963
6944,114964,5135400.459,10.0,0.1958,calibrated,cat-114964
6945,114967,13086449.982,9.0047,0.2567,regionalized,cat-114967
6946,114968,10612350.324,8.6139,0.2886,regionalized,cat-114968
6947,114969,6863850.382,9.2615,0.2362,regionalized,cat-114969
6948,114970,5472449.982,9.2721,0.2351,regionalized,cat-114970
6949,114971,9759149.933,8.7156,0.2797,regionalized,cat-114971
6950,114972,4383899.573,10.0,0.174,regionalized,cat-114972
6951,114973,4383899.775,10.0,0.1721,regionalized,cat-114973
6952,114974,5565149.923,9.4477,0.2228,regionalized,cat-114974
6953,114975,3979349.874,10.0,0.1903,calibrated,cat-114975
6954,114976,6974549.626,9.2981,0.2336,regionalized,cat-114976
6955,114977,3788999.483,10.0,0.1436,regionalized,cat-114977
6956,114978,4323599.968,10.0,0.1789,regionalized,cat-114978
6957,114979,14279399.829,8.9307,0.2628,regionalized,cat-114979
6958,114980,3924449.69,10.0,0.1899,calibrated,cat-114980
6959,114982,5366699.856,9.3962,0.2263,regionalized,cat-114982
6960,114984,4884300.337,10.0,0.1934,calibrated,cat-114984
6961,114985,4420350.207,9.55,0.2156,regionalized,cat-114985
6962,114986,1908449.253,10.0,0.1599,regionalized,cat-114986
6963,114987,3670200.009,10.0,0.1452,regionalized,cat-114987
6964,114999,5812649.996,9.9891,0.1891,regionalized,cat-114999
6965,115000,3908699.829,9.7141,0.2049,regionalized,cat-115000
6966,115001,3187350.013,9.9086,0.1928,regionalized,cat-115001
6967,115002,3266100.086,10.0,0.1846,calibrated,cat-115002
6968,115003,5409449.811,9.6569,0.2091,regionalized,cat-115003
6969,115004,6147900.23,9.4959,0.2198,regionalized,cat-115004
6970,115006,3320099.545,10.0,0.182,calibrated,cat-115006
6971,115008,7164899.573,10.0,0.1935,calibrated,cat-115008
6972,115009,7933049.667,9.5065,0.2195,regionalized,cat-115009
6973,115010,3028499.923,10.0,0.1459,regionalized,cat-115010
6974,115011,3676500.139,9.8257,0.198,regionalized,cat-115011
6975,115012,3084300.117,10.0,0.1763,regionalized,cat-115012
6976,115013,3295350.149,10.0,0.1815,calibrated,cat-115013
6977,115014,9257399.154,8.9102,0.2635,regionalized,cat-115014
6978,115018,3670650.202,10.0,0.1812,calibrated,cat-115018
6979,115019,3760199.519,9.6746,0.2073,regionalized,cat-115019
6980,115020,3585150.724,10.0,0.1832,calibrated,cat-115020
6981,115021,8495100.13,9.5469,0.217,regionalized,cat-115021
6982,115022,15518699.842,8.2645,0.3219,regionalized,cat-115022
6983,115023,4239449.87,9.181,0.2411,regionalized,cat-115023
6984,115027,10086750.265,10.0,0.1991,calibrated,cat-115027
6985,115029,3061350.239,9.6183,0.2106,regionalized,cat-115029
6986,115030,4626450.108,9.2484,0.2364,regionalized,cat-115030
6987,115031,3477150.239,10.0,0.1411,regionalized,cat-115031
6988,115032,9411299.572,9.0915,0.2494,regionalized,cat-115032
6989,115033,6301349.955,9.4102,0.2256,regionalized,cat-115033
6990,115034,11083950.207,10.0,0.2294,calibrated,cat-115034
6991,115035,7821449.955,8.8219,0.2703,regionalized,cat-115035
6992,115036,9904950.486,9.043,0.2532,regionalized,cat-115036
6993,115037,5730750.513,8.9856,0.2565,regionalized,cat-115037
6994,115039,6618150.085,8.7704,0.2742,regionalized,cat-115039
6995,115040,3351149.923,9.8814,0.1945,regionalized,cat-115040
6996,115041,8074349.919,9.1074,0.2479,regionalized,cat-115041
6997,115042,9898649.869,10.0,0.1942,calibrated,cat-115042
6998,115045,10426499.748,8.7355,0.2781,regionalized,cat-115045
6999,115046,6462449.933,9.3287,0.2313,regionalized,cat-115046
7000,115047,5235749.788,9.4707,0.2212,regionalized,cat-115047
7001,115048,10225800.522,8.8588,0.2678,regionalized,cat-115048
7002,115050,3548699.806,9.9456,0.1908,regionalized,cat-115050
7003,115051,9306450.117,8.5397,0.2949,regionalized,cat-115051
7004,115052,4229100.225,10.0,0.1832,calibrated,cat-115052
7005,115053,8477999.663,9.3955,0.2271,regionalized,cat-115053
7006,115056,3205800.144,10.0,0.174,regionalized,cat-115056
7007,115057,14863049.469,8.5825,0.2922,regionalized,cat-115057
7008,115058,3070349.978,10.0,0.143,regionalized,cat-115058
7009,115059,9891900.369,10.0,0.1903,calibrated,cat-115059
7010,115060,15340500.018,8.3508,0.3136,regionalized,cat-115060
7011,115061,8342550.292,10.0,0.1903,calibrated,cat-115061
7012,115062,4387049.887,9.2441,0.2366,regionalized,cat-115062
7013,115063,7707150.338,8.8263,0.2699,regionalized,cat-115063
7014,115064,9005400.238,8.72,0.2791,regionalized,cat-115064
7015,115065,10620000.981,8.5458,0.2946,regionalized,cat-115065
7016,115077,12378149.487,9.8557,0.1981,regionalized,cat-115077
7017,115078,5322599.847,9.3878,0.2268,regionalized,cat-115078
7018,115080,6369300.148,9.0856,0.249,regionalized,cat-115080
7019,115082,5420699.964,10.0,0.1803,calibrated,cat-115082
7020,115083,10461150.23,7.7541,0.3748,regionalized,cat-115083
7021,115084,5264549.874,8.9892,0.256,regionalized,cat-115084
7022,115086,3066750.104,10.0,0.1903,calibrated,cat-115086
7023,115087,6125399.775,9.0385,0.2526,regionalized,cat-115087
7024,115088,1702799.735,10.0,0.1731,regionalized,cat-115088
7025,115089,3859649.595,3.3236,1.4287,regionalized,cat-115089
7026,115132,9045000.121,8.8539,0.2679,regionalized,cat-115132
7027,115134,3064049.374,2.9801,1.5831,regionalized,cat-115134
7028,115135,1129050.153,9.9164,0.1908,regionalized,cat-115135
7029,115137,4274550.315,5.1245,0.8272,regionalized,cat-115137
7030,115138,2370599.919,9.4701,0.2198,regionalized,cat-115138
7031,115142,2271150.086,9.7862,0.1996,regionalized,cat-115142
7032,115145,1993050.099,9.8735,0.1941,regionalized,cat-115145
7033,115146,3462749.784,8.6305,0.2846,regionalized,cat-115146
7034,115149,3081150.045,9.3616,0.2276,regionalized,cat-115149
7035,115150,4145850.635,5.5847,0.7191,regionalized,cat-115150
7036,115151,7067699.816,8.9529,0.2595,regionalized,cat-115151
7037,115153,1803149.942,9.7985,0.1985,regionalized,cat-115153
7038,115154,1596150.099,10.0,0.1812,regionalized,cat-115154
7039,115156,4710600.126,7.2363,0.4356,regionalized,cat-115156
7040,115157,6202349.546,6.6482,0.5221,regionalized,cat-115157
7041,115158,1161000.135,9.7143,0.2029,regionalized,cat-115158
7042,115160,2916899.712,9.3836,0.226,regionalized,cat-115160
7043,115162,3609900.337,8.6995,0.2788,regionalized,cat-115162
7044,115165,2706750.391,9.0132,0.2528,regionalized,cat-115165
7045,115166,4097249.784,9.9114,0.193,regionalized,cat-115166
7046,115167,1774799.766,9.4836,0.2184,regionalized,cat-115167
7047,115171,1311749.847,10.0,0.1628,regionalized,cat-115171
7048,115174,3455999.582,9.6289,0.2101,regionalized,cat-115174
7049,115175,6197850.499,8.5421,0.2937,regionalized,cat-115175
7050,115182,4630049.496,8.7096,0.2785,regionalized,cat-115182
7051,115183,3184649.527,8.5431,0.2921,regionalized,cat-115183
7052,115184,3501450.117,9.4814,0.2197,regionalized,cat-115184
7053,115185,4466250.099,8.5482,0.2924,regionalized,cat-115185
7054,115186,2218950.063,8.9162,0.26,regionalized,cat-115186
7055,115187,3872249.397,10.0,0.1665,regionalized,cat-115187
7056,115188,8820900.175,8.4968,0.2986,regionalized,cat-115188
7057,115189,6521399.725,8.3804,0.3086,regionalized,cat-115189
7058,115191,5864850.234,8.4289,0.3039,regionalized,cat-115191
7059,115193,3357900.004,9.001,0.2542,regionalized,cat-115193
7060,115197,7725600.211,8.8293,0.2696,regionalized,cat-115197
7061,115198,1033649.509,9.9781,0.1871,regionalized,cat-115198
7062,115200,1580850.243,9.3529,0.227,regionalized,cat-115200
7063,115202,7972200.275,8.8856,0.2651,regionalized,cat-115202
7064,115206,1723499.645,9.5383,0.2147,regionalized,cat-115206
7065,115207,14783399.847,7.5148,0.4042,regionalized,cat-115207
7066,115208,3663000.585,8.0934,0.3352,regionalized,cat-115208
7067,115212,1588050.072,9.7162,0.2033,regionalized,cat-115212
7068,115213,7932600.81,8.0623,0.3405,regionalized,cat-115213
7069,115214,7709400.549,8.0909,0.3375,regionalized,cat-115214
7070,115216,3199949.802,8.973,0.2563,regionalized,cat-115216
7071,115217,1718549.879,10.0,0.1837,calibrated,cat-115217
7072,115218,2772900.067,10.0,0.1903,calibrated,cat-115218
7073,115220,5636250.284,8.1701,0.3286,regionalized,cat-115220
7074,115224,4844699.887,9.8136,0.1991,regionalized,cat-115224
7075,115225,7295850.234,8.56,0.2925,regionalized,cat-115225
7076,115226,7998749.23,10.0,0.1941,calibrated,cat-115226
7077,115227,9566550.072,10.0,0.1946,calibrated,cat-115227
7078,115230,3315600.149,8.8708,0.2645,regionalized,cat-115230
7079,115231,1050749.627,10.0,0.1889,calibrated,cat-115231
7080,115232,3731400.135,8.9907,0.2552,regionalized,cat-115232
7081,115237,6795000.261,8.1532,0.3308,regionalized,cat-115237
7082,115238,6861599.644,8.7345,0.2772,regionalized,cat-115238
7083,115240,3079350.473,9.6002,0.2117,regionalized,cat-115240
7084,115241,4692600.311,8.3066,0.3148,regionalized,cat-115241
7085,115242,9169650.625,8.5605,0.293,regionalized,cat-115242
7086,115243,3016799.793,9.1095,0.2457,regionalized,cat-115243
7087,115246,4185450.139,10.0,0.1875,calibrated,cat-115246
7088,115247,4716900.094,9.0579,0.2505,regionalized,cat-115247
7089,115248,1124550.189,10.0,0.1836,calibrated,cat-115248
7090,115250,3576149.649,8.2762,0.3171,regionalized,cat-115250
7091,115251,3168449.933,9.2985,0.2321,regionalized,cat-115251
7092,115253,2267100.18,9.1869,0.2395,regionalized,cat-115253
7093,115254,8823599.743,7.9057,0.3574,regionalized,cat-115254
7094,115255,1779749.91,10.0,0.1888,calibrated,cat-115255
7095,115256,5374800.085,8.8322,0.2686,regionalized,cat-115256
7096,115260,85949.78,4.5526,0.9535,regionalized,cat-115260
7097,115261,4226399.888,9.7793,0.201,regionalized,cat-115261
7098,115262,10314899.833,10.0,0.2397,calibrated,cat-115262
7099,115264,12072150.369,7.2997,0.3737,calibrated,cat-115264
7100,115266,6603750.009,8.5765,0.2908,regionalized,cat-115266
7101,115267,1894950.157,10.0,0.1854,calibrated,cat-115267
7102,115268,9745650.04,7.7644,0.3734,regionalized,cat-115268
7103,115269,4477499.914,8.3019,0.3151,regionalized,cat-115269
7104,115270,14503950.293,8.1823,0.3299,regionalized,cat-115270
7105,115272,4152150.009,9.8236,0.1983,regionalized,cat-115272
7106,115273,7429500.072,8.6579,0.284,regionalized,cat-115273
7107,115274,4617449.437,8.4788,0.2987,regionalized,cat-115274
7108,115276,3649050.216,9.0143,0.2533,regionalized,cat-115276
7109,115277,2450699.761,10.0,0.1752,regionalized,cat-115277
7110,115278,7376850.005,9.2443,0.278,calibrated,cat-115278
7111,115281,3275999.955,9.5282,0.2165,regionalized,cat-115281
7112,115282,10392300.013,8.1143,0.3359,regionalized,cat-115282
7113,115283,3503249.797,9.043,0.251,regionalized,cat-115283
7114,115284,12276449.901,8.6587,0.285,regionalized,cat-115284
7115,115287,6813000.603,8.4106,0.3059,regionalized,cat-115287
7116,115288,7310249.379,8.4852,0.2992,regionalized,cat-115288
7117,115289,5807700.027,8.863,0.2663,regionalized,cat-115289
7118,115290,5878350.085,9.1928,0.2408,regionalized,cat-115290
7119,115291,5796449.361,8.4278,0.3039,regionalized,cat-115291
7120,115292,4559400.059,8.1438,0.3307,regionalized,cat-115292
7121,115293,3452399.883,8.7862,0.2714,regionalized,cat-115293
7122,115294,1467899.789,10.0,0.1687,regionalized,cat-115294
7123,115301,12803400.513,8.1888,0.3289,regionalized,cat-115301
7124,115303,3605849.433,8.0241,0.3423,regionalized,cat-115303
7125,115304,6880049.977,8.8996,0.2637,regionalized,cat-115304
7126,115305,4296149.68,10.0,0.2002,calibrated,cat-115305
7127,115306,4103549.861,10.0,0.1951,calibrated,cat-115306
7128,115307,1707300.117,9.8202,0.1971,regionalized,cat-115307
7129,115308,14981849.807,4.588,0.5914,calibrated,cat-115308
7130,115312,4451400.085,8.7718,0.2731,regionalized,cat-115312
7131,115313,3100050.085,8.749,0.2742,regionalized,cat-115313
7132,115314,8094149.172,8.0811,0.3386,regionalized,cat-115314
7133,115315,10689299.069,8.3469,0.313,regionalized,cat-115315
7134,115316,3109950.184,9.5853,0.2127,regionalized,cat-115316
7135,115317,14852699.797,7.9309,0.3562,regionalized,cat-115317
7136,115318,7222050.792,8.7334,0.2964,calibrated,cat-115318
7137,115319,5678100.054,8.8715,0.2656,regionalized,cat-115319
7138,115320,7639200.117,9.2045,0.2405,regionalized,cat-115320
7139,115323,3398400.248,9.3904,0.2258,regionalized,cat-115323
7140,115324,5817598.952,8.1879,0.3269,regionalized,cat-115324
7141,115325,3127500.023,9.0749,0.2484,regionalized,cat-115325
7142,115326,5991300.014,8.7886,0.2724,regionalized,cat-115326
7143,115329,3538349.73,10.0,0.2008,calibrated,cat-115329
7144,115330,17669700.211,6.963,0.4787,regionalized,cat-115330
7145,115331,16110900.203,3.407,1.0418,calibrated,cat-115331
7146,115332,5498549.919,8.5868,0.2895,regionalized,cat-115332
7147,115333,9441000.248,8.0144,0.346,regionalized,cat-115333
7148,115334,11653650.382,7.5633,0.3975,regionalized,cat-115334
7149,115335,5531849.725,9.3532,0.2293,regionalized,cat-115335
7150,115336,15656399.734,7.6226,0.3914,regionalized,cat-115336
7151,115337,5736149.932,8.2248,0.3233,regionalized,cat-115337
7152,115338,4297049.906,8.7263,0.2769,regionalized,cat-115338
7153,115339,1066949.924,10.0,0.1853,regionalized,cat-115339
7154,115340,9114749.901,10.0,0.2305,calibrated,cat-115340
7155,115343,4766399.874,10.0,0.2051,calibrated,cat-115343
7156,115344,5645249.456,8.2841,0.3174,regionalized,cat-115344
7157,115345,6784200.099,8.3798,0.3088,regionalized,cat-115345
7158,115346,9490500.472,8.1464,0.3324,regionalized,cat-115346
7159,115347,3408749.757,9.5141,0.2175,regionalized,cat-115347
7160,115348,3969449.869,8.6505,0.2832,regionalized,cat-115348
7161,115349,4684949.856,8.352,0.3105,regionalized,cat-115349
7162,115350,4414049.766,9.3009,0.2325,regionalized,cat-115350
7163,115351,3892050.122,9.139,0.244,regionalized,cat-115351
7164,115352,3305700.063,9.6328,0.2097,regionalized,cat-115352
7165,115353,4360500.095,8.7287,0.2767,regionalized,cat-115353
7166,115354,3755250.09,9.2698,0.2345,regionalized,cat-115354
7167,115355,5750550.036,8.3066,0.3153,regionalized,cat-115355
7168,115356,357750.095,8.7712,0.2677,regionalized,cat-115356
7169,115357,5350949.658,8.19,0.3265,regionalized,cat-115357
7170,115358,3888449.829,7.7588,0.3712,regionalized,cat-115358
7171,115359,4187250.198,9.5253,0.2171,regionalized,cat-115359
7172,115360,5628150.31,8.7712,0.2737,regionalized,cat-115360
7173,115362,3539250.158,10.0,0.1903,calibrated,cat-115362
7174,115364,3103649.298,10.0,0.1903,calibrated,cat-115364
7175,115365,3667500.347,10.0,0.1733,regionalized,cat-115365
7176,115366,3917249.698,9.8863,0.1945,regionalized,cat-115366
7177,115367,4157099.762,9.7002,0.2059,regionalized,cat-115367
7178,115368,3474899.23,9.8703,0.1952,regionalized,cat-115368
7179,115369,7906499.442,8.3502,0.312,regionalized,cat-115369
7180,115373,3051000.041,9.9523,0.1902,regionalized,cat-115373
7181,115374,9733499.784,8.919,0.2629,regionalized,cat-115374
7182,115375,11610450.274,8.6667,0.2842,regionalized,cat-115375
7183,115376,8340300.081,8.232,0.3235,regionalized,cat-115376
7184,115377,3473549.73,9.2551,0.2354,regionalized,cat-115377
7185,115378,5388750.198,10.0,0.186,calibrated,cat-115378
7186,115379,7006499.811,9.2516,0.237,regionalized,cat-115379
7187,115380,7419599.865,9.1635,0.2435,regionalized,cat-115380
7188,115381,9919799.366,8.8137,0.2715,regionalized,cat-115381
7189,115386,1720349.64,10.0,0.1628,regionalized,cat-115386
7190,115387,10000350.36,10.0,0.1903,calibrated,cat-115387
7191,115388,9494999.883,8.8796,0.266,regionalized,cat-115388
7192,115389,5546699.928,9.2864,0.234,regionalized,cat-115389
7193,115390,8325450.351,8.7399,0.2773,regionalized,cat-115390
7194,115391,4071150.846,9.414,0.2245,regionalized,cat-115391
7195,115392,838799.748,10.0,0.1724,regionalized,cat-115392
7196,115394,5853600.918,10.0,0.1903,calibrated,cat-115394
7197,115395,4414049.78,10.0,0.1794,regionalized,cat-115395
7198,115396,7274699.631,8.9999,0.2559,regionalized,cat-115396
7199,115397,3651300.077,9.4569,0.2215,regionalized,cat-115397
7200,115398,4666499.685,10.0,0.1879,calibrated,cat-115398
7201,115400,6646949.402,9.6327,0.2109,regionalized,cat-115400
7202,115401,5955749.955,9.1175,0.2465,regionalized,cat-115401
7203,115402,4573799.582,9.2762,0.2344,regionalized,cat-115402
7204,115403,5146649.721,10.0,0.1884,calibrated,cat-115403
7205,115404,4734000.239,9.441,0.223,regionalized,cat-115404
7206,115405,3712500.027,10.0,0.184,calibrated,cat-115405
7207,115406,3151799.793,9.8291,0.1975,regionalized,cat-115406
7208,115407,3645899.847,10.0,0.187,regionalized,cat-115407
7209,115408,4257000.113,9.7538,0.2026,regionalized,cat-115408
